"author","author_date","committer","committer_date","sha","additions","deletions","total"
"sindresorhus","2015-02-15 04:15:52","sindresorhus","2015-02-15 04:15:52","b18ec5a683c4618844a4beb51a1aed30092593fe","5","9","14"
"karlhorky","2015-02-13 13:40:38","karlhorky","2015-02-13 13:40:38","8520970cb0a15744b2a2e8c8660e09c1bfa9fc84","5","9","14"
"karlhorky","2015-02-13 13:37:22","karlhorky","2015-02-13 13:37:22","82b6d0a64e7bf684a257ba2ebc159a42f406f6ee","0","1","1"
"jeroenverfallie","2015-02-01 17:37:34","sindresorhus","2015-02-01 17:37:34","f6630a1cf30a832ffcff4b4bf16e376c419591d3","0","1","1"
"sindresorhus","2015-01-30 05:37:34","sindresorhus","2015-01-30 05:37:34","2db5d924f5322af97cf0e8c68cf8208bbaa642e5","4","4","8"
"sindresorhus","2015-01-30 05:36:45","sindresorhus","2015-01-30 05:36:45","0fd1a072f9e1d0a15ed2e894a2ca6387bf9e13d8","0","1","1"
"sindresorhus","2015-01-27 09:53:21","sindresorhus","2015-01-27 09:53:21","a9d5df610e91fdcda6d27ff456266c09aa6dd27b","0","1","1"
"stefanbuck","2015-01-26 23:56:27","stefanbuck","2015-01-27 00:04:49","bb373a8595527251448f36ac175c98e1c38b72d3","0","1","1"
"sindresorhus","2015-01-26 14:46:57","sindresorhus","2015-01-26 14:46:57","feca4d16e481b56bdcc9be6f75d71e1e6d3dc536","0","1","1"
"sindresorhus","2015-01-23 14:47:02","sindresorhus","2015-01-23 14:47:02","25575e15357bcc6fd8f29cce3037305905e82b3b","0","1","1"
"","2015-01-23 14:42:03","","2015-01-23 14:42:03","4c3b23e2e70322ef093fa82ae0bf49b115d7b66f","0","1","1"
"matiassingers","2015-01-19 10:25:40","sindresorhus","2015-01-19 10:27:15","b6ee6aba1477119b232e5cb572fa869e4d4fa9e1","0","1","1"
"sindresorhus","2015-01-13 21:08:37","sindresorhus","2015-01-13 21:08:37","932a1af2b30a4f59b428a8c087695951323cd6cf","0","1","1"
"brabadu","2015-01-13 20:41:49","brabadu","2015-01-13 20:41:49","68562460f7a90ef5b6c82dad45f8bc78351eeb04","0","1","1"
"lukasz-madon","2015-01-13 20:39:11","sindresorhus","2015-01-13 20:39:46","baed8a4ea156f3b4b50d9880d763a4ca2125fa11","0","1","1"
"noahbuscher","2015-01-11 23:02:55","sindresorhus","2015-01-11 23:02:55","cf94b7fb45ef3e3bdea2220751c60b59682d6d28","0","1","1"
"sindresorhus","2015-01-09 16:12:41","sindresorhus","2015-01-09 16:12:41","8cc188f4af6e5aac656576ce586612ea8f40f0c5","0","1","1"
"hzoo","2015-01-09 16:06:34","hzoo","2015-01-09 16:06:34","5aadc14b89e168f9c21d57d601df651f4b89ecb7","0","1","1"
"sindresorhus","2015-01-05 03:54:03","sindresorhus","2015-01-05 03:54:03","875afce98c970a8660a584a6f33ae84ff2a6717d","0","1","1"
"sindresorhus","2015-01-05 03:48:02","sindresorhus","2015-01-05 03:48:02","6d3a9dbadad2c362d0c13ae81e98f0ab03d95a77","1","1","2"
"maciejczyzewski","2015-01-05 00:26:52","maciejczyzewski","2015-01-05 00:26:52","b08a7c8c074e0f06b7cd6b7ed49de2affdfea3c2","1","1","2"
"gdi2290","2015-01-04 23:36:06","gdi2290","2015-01-04 23:36:06","0a2b12cfa7421f4cea2435361bb2fb45a27001b3","0","1","1"
"kozross","2014-12-30 01:55:19","sindresorhus","2014-12-30 02:22:55","8236f1a0feda0aa69273f1088234e69b28362a04","0","1","1"
"sexybiggetje","2014-12-24 16:13:58","sindresorhus","2014-12-24 16:14:47","16f3ce5f35c3345d6cd4cda190bf57279d789734","0","1","1"
"sindresorhus","2014-12-17 17:51:13","sindresorhus","2014-12-17 17:51:13","eba6d0a146374596ef32ffad04342eadc1c0e534","1","1","2"
"arthurvr","2014-12-15 18:52:56","arthurvr","2014-12-17 17:42:31","2425145322adc19eb843ef117f94a5bffac0eb49","1","1","2"
"sindresorhus","2014-12-16 04:00:45","sindresorhus","2014-12-16 04:00:45","934b43a26532fa5895f5bb0b1b3588ea1eb304dc","0","1","1"
"kozross","2014-12-16 03:57:05","kozross","2014-12-16 03:57:05","ed9b5fb0508bfd3fdacc14101dd8d24937250a8f","0","1","1"
"sindresorhus","2014-12-15 18:01:12","sindresorhus","2014-12-15 18:01:12","09c7f53d3161b4d035ad0b21705a2390950d5d60","0","1","1"
"arthurvr","2014-12-15 17:02:46","arthurvr","2014-12-15 17:02:46","2b5a4927a5a2f5d7a93be41c2e7a0bff7dbd080e","0","1","1"
"sindresorhus","2014-12-15 16:53:43","sindresorhus","2014-12-15 16:53:43","4ab3114d9010b36754a44fe61dd8d9a76fcc6252","0","1","1"
"arthurvr","2014-12-15 16:14:15","arthurvr","2014-12-15 16:14:15","cf901d13d87c3a0ec85d14297ea44b9cccad3841","0","1","1"
"weblancaster","2014-12-15 04:22:37","sindresorhus","2014-12-15 04:22:37","003b4b8accd3d9e9f1507acb84e05f065da64489","0","1","1"
"sindresorhus","2014-12-01 07:10:07","sindresorhus","2014-12-01 07:10:07","07b9c6a8b3cc8ede102bc1fc6f2450994ef79326","10","18","28"
"sindresorhus","2014-12-01 06:38:06","sindresorhus","2014-12-01 06:38:06","be3056e0d4ede76ca1777b85c4409b221b6bc903","0","1","1"
"itech001","2014-12-01 06:24:27","itech001","2014-12-01 06:24:27","5eba72b7739d9f7bbf7f9a4db2de428089e44c35","0","1","1"
