"author","author_date","committer","committer_date","sha","additions","deletions","total"
"","2014-12-12 09:40:57","","2014-12-12 09:40:57","b127206fb06711745a96697d9d9909fc2315354c","2","0","2"
"","2014-12-12 09:40:16","","2014-12-12 09:40:16","b0c5b23cae91f2dc7695db412fef8be71957de85","4","0","4"
"staltz","2014-12-11 11:52:13","staltz","2014-12-11 11:52:13","2f6bb14bd635b4f16b9d3755b19334717da376e0","3","531","534"
"kgmyshin","2014-12-11 11:18:08","kgmyshin","2014-12-11 11:18:08","6a7e423568d249142992542d8a2420f44b7a4daf","3","531","534"
"staltz","2014-12-09 11:32:44","staltz","2014-12-09 11:32:44","f57cd930d25d3376ff2065d0cdc0d434e685445a","13","13","26"
"","2014-12-09 11:28:53","","2014-12-09 11:28:53","295ad2ee5bde2b867b2fe6542fb3ebc78f0b3c32","2","1","3"
"","2014-12-09 10:47:29","","2014-12-09 10:47:29","0bf9fda6b3c085797957fa6e7168ca20defb0c0c","11","12","23"
"","2014-12-09 08:01:23","","2014-12-09 08:01:23","87f73fa6bd432e210e2fc06e359c544076e623b9","1","1","2"
"","2014-12-09 07:49:52","","2014-12-09 07:49:52","3ed417e1abf1d37c7bb9f8acf43b95b9b5fa672c","0","0","0"
"","2014-12-09 07:48:28","","2014-12-09 07:49:00","28e90297807481526727acbc1ebd01e43e065114","0","12","12"
"staltz","2014-11-21 09:42:39","staltz","2014-11-21 09:42:39","3e0a5df7244e6c10ba4fa444fe2517c04481dc96","0","7","7"
"staltz","2014-11-21 09:35:53","staltz","2014-11-21 09:35:53","4095219f568f9d7d0949a1a4100a54e29f72ad7d","1","1","2"
"staltz","2014-11-21 09:33:54","staltz","2014-11-21 09:33:54","66212e44e9c4b5a92ec41d4d74f3f0c0e288273a","0","3","3"
"staltz","2014-11-21 09:30:14","staltz","2014-11-21 09:30:14","521417803b11d78f6577a0e68888851f5cf426ce","1","1","2"
"staltz","2014-11-21 09:28:43","staltz","2014-11-21 09:28:43","af80048afa4ca920f9b73c3a4a31e3454c01ff8b","1","1","2"
"staltz","2014-11-21 09:24:41","staltz","2014-11-21 09:24:41","1add9754857b9cbffb01ee9def15434dfbf43eb7","1","1","2"
