70,DaAwesomeP,2015-09-08 17:11:50
70,eins78,2015-09-10 13:54:56
86,charmander,2016-02-10 21:18:02
81,willfaught,2015-10-27 19:04:18
59,cirosantilli,2015-08-20 07:26:21
46,ssokolow,2015-08-19 19:37:07
146,buckett,2017-02-20 10:00:02
144,Phineas,2017-02-16 10:34:39
